Customer ID,City,Country,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD),Effective To Date,Customer Lifetime Value (USD),Coverage,Monthly Premium Auto (USD),Number of Policies,Policy Type,Policy,Months Since Policy Inception,Months Since Last Claim,Sales Channel,Response,Renew Offer Type,Number of Open Complaints,Total Claim Amount (USD),Vehicle Class,Vehicle Size
EH70612,Riffa,Bahrain,Suburban,M,Single,College,Unemployed,0.00,15-Feb-11,"1,918.12",Basic,61.00,1,Personal Auto,Personal L1,54,2,Branch,No,Offer1,2,439.20,Two-Door Car,Small
UO40726,Jaww,Bahrain,Suburban,F,Single,Bachelor,Employed,"28,089.00",21-Feb-11,"3,146.04",Extended,82.00,1,Personal Auto,Personal L2,72,11,Agent,No,Offer4,1,411.86,Two-Door Car,Medsize
ZY49833,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"87,020.00",6-Jan-11,"5,963.17",Basic,74.00,8,Personal Auto,Personal L2,84,6,Web,No,Offer2,0,331.12,Four-Door Car,Small
HZ47488,Riffa,Bahrain,Suburban,M,Divorced,Doctor,Employed,"27,907.00",18-Feb-11,"2,860.75",Basic,74.00,1,Personal Auto,Personal L2,38,3,Call Center,No,Offer3,1,406.44,Four-Door Car,Medsize
LP51258,Jaww,Bahrain,Urban,F,Married,Bachelor,Employed,"91,811.00",19-Jan-11,"2,857.11",Basic,70.00,1,Personal Auto,Personal L3,85,1,Call Center,No,Offer1,0,333.79,Four-Door Car,Medsize
VW65573,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,11-Jan-11,"7,630.35",Basic,111.00,8,Special Auto,Special L3,20,21,Agent,No,Offer1,0,799.20,SUV,Large
LV82913,Jaww,Bahrain,Urban,M,Married,College,Employed,"69,451.00",19-Jan-11,"5,715.79",Basic,72.00,5,Corporate Auto,Corporate L2,93,3,Web,No,Offer2,0,230.24,Four-Door Car,Medsize
OX53879,Saar,Bahrain,Rural,M,Married,Bachelor,Employed,"92,427.00",25-Feb-11,"5,113.90",Basic,64.00,3,Personal Auto,Personal L3,48,2,Call Center,No,Offer1,2,126.05,Four-Door Car,Large
QV76563,Saar,Bahrain,Suburban,F,Divorced,Doctor,Unemployed,0.00,28-Feb-11,"5,070.23",Basic,69.00,6,Personal Auto,Personal L2,24,8,Agent,No,Offer4,0,331.20,Four-Door Car,Small
CP27565,Jaww,Bahrain,Suburban,M,Single,Bachelor,Employed,"44,428.00",10-Feb-11,"12,036.62",Basic,104.00,2,Special Auto,Special L3,61,17,Call Center,Yes,Offer1,0,499.20,SUV,Medsize
LL56632,Jaww,Bahrain,Suburban,F,Married,High School or Below,Employed,"55,842.00",25-Feb-11,"8,679.80",Basic,109.00,3,Personal Auto,Personal L3,26,4,Agent,No,Offer2,0,703.12,SUV,Medsize
ZG88784,Jaww,Bahrain,Suburban,M,Divorced,College,Employed,"52,796.00",10-Jan-11,"4,911.46",Basic,62.00,3,Corporate Auto,Corporate L2,17,6,Call Center,No,Offer4,0,297.60,Four-Door Car,Medsize
FO78512,Riffa,Bahrain,Rural,M,Married,Master,Employed,"41,775.00",9-Jan-11,"17,429.88",Basic,109.00,2,Personal Auto,Personal L3,80,11,Web,No,Offer1,0,104.67,Sports Car,Medsize
TX13297,Riffa,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,10-Jan-11,"2,396.22",Basic,66.00,1,Corporate Auto,Corporate L3,71,6,Call Center,Yes,Offer2,2,433.16,Four-Door Car,Large
RS20615,Riffa,Bahrain,Urban,F,Married,High School or Below,Employed,"34,974.00",26-Jan-11,"5,671.93",Basic,71.00,3,Special Auto,Special L1,36,7,Web,No,Offer1,0,315.16,Four-Door Car,Medsize
HP77890,Manama,Bahrain,Rural,F,Single,College,Employed,"56,457.00",11-Feb-11,"14,413.38",Basic,73.00,2,Personal Auto,Personal L2,68,27,Web,No,Offer3,0,138.46,Four-Door Car,Large
GE45663,Saar,Bahrain,Urban,F,Divorced,Bachelor,Employed,"39,854.00",17-Feb-11,"5,217.51",Basic,66.00,7,Personal Auto,Personal L3,4,6,Web,Yes,Offer2,0,261.93,Two-Door Car,Medsize
UW90223,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"27,839.00",27-Feb-11,"2,363.30",Basic,65.00,1,Personal Auto,Personal L1,54,20,Agent,No,Offer3,5,312.00,Two-Door Car,Small
LC58452,Riffa,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"88,240.00",10-Feb-11,"4,655.61",Basic,117.00,1,Personal Auto,Personal L1,94,3,Branch,No,Offer1,0,561.60,SUV,Small
WO25669,Jaww,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,5-Jan-11,"35,692.17",Basic,102.00,2,Personal Auto,Personal L1,90,10,Branch,No,Offer1,0,"1,123.21",SUV,Medsize
NG59515,Riffa,Bahrain,Suburban,M,Married,College,Employed,"52,693.00",29-Jan-11,"10,248.90",Extended,129.00,5,Personal Auto,Personal L2,0,1,Branch,No,Offer1,0,619.20,SUV,Medsize
AQ52711,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"65,337.00",20-Feb-11,"6,897.51",Premium,173.00,1,Personal Auto,Personal L3,22,9,Agent,No,Offer1,1,830.40,SUV,Large
AU23837,Jaww,Bahrain,Urban,F,Single,Bachelor,Employed,"64,014.00",19-Jan-11,"5,010.38",Basic,63.00,7,Corporate Auto,Corporate L3,27,26,Agent,No,Offer1,0,295.87,Four-Door Car,Large
NG62780,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,18-Jan-11,"4,250.28",Basic,61.00,7,Personal Auto,Personal L2,1,17,Agent,Yes,Offer1,1,292.80,Four-Door Car,Small
WW16329,Jaww,Bahrain,Suburban,F,Married,College,Employed,"35,482.00",14-Feb-11,"10,208.93",Extended,129.00,3,Corporate Auto,Corporate L1,59,21,Branch,Yes,Offer1,0,619.20,SUV,Medsize
YN46118,Saar,Bahrain,Suburban,F,Single,High School or Below,Employed,"20,951.00",5-Feb-11,"4,961.57",Basic,65.00,5,Personal Auto,Personal L1,50,2,Branch,No,Offer2,0,312.00,Four-Door Car,Small
CW77053,Jaww,Bahrain,Suburban,F,Divorced,High School or Below,Unemployed,0.00,23-Feb-11,"4,476.81",Basic,62.00,3,Personal Auto,Personal L2,46,22,Agent,No,Offer2,0,297.60,Four-Door Car,Medsize
LX15904,Manama,Bahrain,Suburban,F,Married,High School or Below,Employed,"39,393.00",6-Jan-11,"2,755.22",Basic,70.00,1,Special Auto,Special L2,56,24,Agent,No,Offer2,1,405.88,Four-Door Car,Medsize
IN26765,Jaww,Bahrain,Rural,M,Married,College,Employed,"62,912.00",27-Feb-11,"8,271.91",Basic,69.00,2,Personal Auto,Personal L1,89,9,Branch,No,Offer2,0,168.36,Two-Door Car,Medsize
WR55560,Riffa,Bahrain,Rural,M,Divorced,High School or Below,Employed,"33,561.00",7-Jan-11,"5,927.39",Premium,152.00,1,Corporate Auto,Corporate L3,30,6,Branch,No,Offer3,0,235.32,Sports Car,Medsize
JQ70222,Manama,Bahrain,Suburban,F,Single,High School or Below,Employed,"53,055.00",13-Jan-11,"8,548.30",Basic,112.00,3,Personal Auto,Personal L1,30,30,Call Center,No,Offer3,2,537.60,SUV,Small
LU49168,Saar,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,26-Feb-11,"21,283.64",Basic,63.00,2,Personal Auto,Personal L3,89,24,Branch,No,Offer4,0,302.40,Two-Door Car,Large
EN97874,Jaww,Bahrain,Suburban,F,Married,High School or Below,Employed,"55,037.00",7-Feb-11,"6,446.71",Extended,80.00,8,Corporate Auto,Corporate L2,88,20,Agent,No,Offer3,1,481.82,Four-Door Car,Medsize
IP76282,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,29-Jan-11,"4,484.25",Basic,65.00,8,Personal Auto,Personal L2,44,22,Agent,No,Offer4,0,463.38,Four-Door Car,Medsize
NM18924,Jaww,Bahrain,Rural,F,Divorced,High School or Below,Disabled,"27,587.00",14-Feb-11,"30,286.69",Basic,103.00,2,Corporate Auto,Corporate L3,34,14,Call Center,No,Offer1,1,241.14,Sports Car,Medsize
NZ98813,Riffa,Bahrain,Suburban,F,Divorced,High School or Below,Medical Leave,"29,658.00",11-Feb-11,"13,840.16",Basic,119.00,2,Personal Auto,Personal L3,66,20,Call Center,No,Offer1,0,571.20,SUV,Medsize
XJ65608,Riffa,Bahrain,Suburban,F,Married,College,Employed,"63,633.00",26-Feb-11,"5,391.78",Basic,68.00,8,Corporate Auto,Corporate L1,21,16,Agent,No,Offer2,1,374.02,Two-Door Car,Medsize
HI71466,Riffa,Bahrain,Rural,M,Married,College,Employed,"23,459.00",25-Feb-11,"3,847.35",Extended,96.00,1,Personal Auto,Personal L3,19,17,Branch,No,Offer2,0,185.07,Four-Door Car,Medsize
RO70057,Sitra,Bahrain,Suburban,M,Single,High School or Below,Employed,"34,498.00",20-Jan-11,"6,369.26",Extended,83.00,7,Personal Auto,Personal L1,72,30,Branch,Yes,Offer2,0,398.40,Two-Door Car,Small
LT77960,Saar,Bahrain,Suburban,F,Married,College,Employed,"28,559.00",21-Jan-11,"5,316.76",Basic,66.00,5,Corporate Auto,Corporate L3,1,5,Call Center,No,Offer4,0,427.24,Four-Door Car,Medsize
FO13691,Jaww,Bahrain,Urban,M,Divorced,Doctor,Employed,"73,740.00",30-Jan-11,"5,124.22",Basic,64.00,3,Personal Auto,Personal L3,3,23,Agent,No,Offer1,0,229.27,Two-Door Car,Medsize
IP87756,Manama,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,17-Jan-11,"4,151.55",Extended,125.00,1,Personal Auto,Personal L2,64,23,Branch,No,Offer1,0,900.00,SUV,Small
YG37894,Riffa,Bahrain,Suburban,F,Married,College,Retired,"25,925.00",11-Feb-11,"2,594.91",Basic,72.00,1,Corporate Auto,Corporate L3,85,5,Web,No,Offer2,3,660.59,Two-Door Car,Small
SR24177,Sitra,Bahrain,Rural,M,Single,Bachelor,Employed,"31,725.00",10-Feb-11,"5,763.27",Extended,76.00,5,Personal Auto,Personal L2,9,31,Agent,No,Offer1,0,177.23,Two-Door Car,Medsize
BS91742,Manama,Bahrain,Suburban,M,Divorced,College,Employed,"49,659.00",23-Jan-11,"18,370.57",Extended,234.00,9,Personal Auto,Personal L3,15,31,Web,No,Offer3,0,"1,684.80",Luxury Car,Large
UJ38473,Riffa,Bahrain,Rural,M,Married,Bachelor,Employed,"81,197.00",5-Jan-11,"21,923.12",Basic,109.00,2,Personal Auto,Personal L1,42,2,Branch,No,Offer2,0,94.73,Sports Car,Small
BP54465,Saar,Bahrain,Rural,F,Married,Master,Employed,"43,922.00",14-Jan-11,"10,546.66",Extended,88.00,2,Personal Auto,Personal L3,88,26,Web,No,Offer2,0,108.70,Four-Door Car,Medsize
YY12812,Sitra,Bahrain,Rural,F,Married,Bachelor,Employed,"87,123.00",2-Jan-11,"8,388.72",Basic,69.00,2,Corporate Auto,Corporate L3,87,13,Agent,No,Offer1,0,118.47,Four-Door Car,Large
HW61722,Jaww,Bahrain,Urban,F,Married,Bachelor,Unemployed,0.00,27-Jan-11,"7,188.61",Basic,66.00,2,Personal Auto,Personal L3,24,15,Web,No,Offer2,0,278.57,Four-Door Car,Medsize
CE17855,Jaww,Bahrain,Suburban,F,Married,Master,Employed,"68,745.00",2-Jan-11,"3,238.93",Extended,80.00,1,Personal Auto,Personal L3,42,5,Branch,No,Offer4,0,473.61,Four-Door Car,Medsize
ZX50209,Riffa,Bahrain,Rural,F,Single,College,Employed,"29,815.00",17-Feb-11,"10,960.94",Extended,95.00,2,Personal Auto,Personal L1,18,35,Agent,No,Offer4,0,76.18,Four-Door Car,Medsize
CZ84042,Jaww,Bahrain,Rural,F,Married,High School or Below,Employed,"53,333.00",25-Jan-11,"2,660.93",Basic,66.00,1,Personal Auto,Personal L1,34,4,Branch,No,Offer2,0,22.95,Two-Door Car,Medsize
SQ54906,Jaww,Bahrain,Suburban,F,Divorced,College,Unemployed,0.00,22-Feb-11,"2,004.35",Basic,66.00,1,Personal Auto,Personal L3,35,16,Branch,Yes,Offer1,4,316.80,Four-Door Car,Small
QE21030,Manama,Bahrain,Suburban,M,Married,High School or Below,Employed,"24,661.00",9-Feb-11,"15,483.53",Basic,196.00,7,Personal Auto,Personal L1,28,6,Call Center,No,Offer2,0,"1,961.16",Luxury SUV,Medsize
WP60679,Jaww,Bahrain,Urban,M,Married,Bachelor,Employed,"95,351.00",6-Jan-11,"8,940.58",Basic,111.00,5,Personal Auto,Personal L1,74,31,Web,No,Offer1,0,406.48,Sports Car,Medsize
BZ47770,Manama,Bahrain,Rural,F,Married,Bachelor,Employed,"62,088.00",9-Jan-11,"5,083.79",Basic,64.00,4,Corporate Auto,Corporate L2,28,6,Agent,No,Offer1,2,73.26,Two-Door Car,Medsize
TS76653,Sitra,Bahrain,Suburban,F,Single,Master,Unemployed,0.00,23-Feb-11,"9,031.21",Extended,122.00,9,Personal Auto,Personal L2,47,15,Branch,Yes,Offer1,0,650.52,Sports Car,Medsize
IJ28717,Jaww,Bahrain,Suburban,M,Married,College,Employed,"31,503.00",13-Feb-11,"32,098.32",Basic,105.00,2,Personal Auto,Personal L2,74,17,Agent,No,Offer1,3,504.00,SUV,Medsize
XL78013,Jaww,Bahrain,Suburban,M,Single,College,Employed,"49,078.00",11-Jan-11,"22,332.44",Extended,97.00,2,Corporate Auto,Corporate L3,3,10,Branch,Yes,Offer2,0,484.01,Four-Door Car,Medsize
KN90631,Sitra,Bahrain,Suburban,F,Married,High School or Below,Retired,"28,120.00",16-Jan-11,"8,560.16",Basic,112.00,3,Personal Auto,Personal L3,52,7,Web,No,Offer1,0,537.60,SUV,Medsize
KU59569,Riffa,Bahrain,Suburban,F,Single,College,Unemployed,0.00,25-Feb-11,"7,714.62",Basic,106.00,8,Personal Auto,Personal L3,90,3,Agent,No,Offer2,0,763.20,Sports Car,Medsize
IE71278,Riffa,Bahrain,Urban,M,Divorced,Bachelor,Employed,"44,369.00",10-Feb-11,"2,936.99",Extended,77.00,1,Personal Auto,Personal L2,35,7,Web,No,Offer1,3,362.28,Four-Door Car,Medsize
VY76337,Manama,Bahrain,Suburban,M,Married,High School or Below,Disabled,"15,131.00",20-Jan-11,"5,112.10",Basic,67.00,9,Personal Auto,Personal L3,13,14,Agent,No,Offer1,0,321.60,Four-Door Car,Large
YC77374,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"26,890.00",8-Feb-11,"5,119.90",Basic,65.00,4,Personal Auto,Personal L3,37,28,Branch,No,Offer2,0,312.00,Two-Door Car,Small
FX78218,Riffa,Bahrain,Rural,M,Married,Doctor,Employed,"45,855.00",12-Feb-11,"2,494.87",Basic,62.00,1,Personal Auto,Personal L3,26,0,Web,No,Offer3,1,0.89,Four-Door Car,Large
ZK11389,Jaww,Bahrain,Rural,M,Married,Bachelor,Employed,"76,358.00",31-Jan-11,"23,594.68",Basic,66.00,2,Corporate Auto,Corporate L1,3,25,Agent,Yes,Offer3,0,86.46,Four-Door Car,Medsize
MO82744,Riffa,Bahrain,Urban,F,Divorced,Bachelor,Employed,"45,586.00",1-Jan-11,"5,656.20",Basic,72.00,4,Personal Auto,Personal L2,20,17,Branch,No,Offer1,0,203.42,Four-Door Car,Medsize
GG20671,Sitra,Bahrain,Suburban,M,Married,College,Employed,"43,267.00",1-Jan-11,"15,673.14",Extended,78.00,2,Special Auto,Special L2,10,8,Agent,No,Offer4,0,453.07,Four-Door Car,Large
YC53575,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,24-Jan-11,"8,509.45",Extended,82.00,2,Personal Auto,Personal L2,20,15,Branch,No,Offer2,0,590.40,Four-Door Car,Medsize
ES82658,Jaww,Bahrain,Rural,M,Divorced,Master,Employed,"46,648.00",3-Jan-11,"6,418.25",Extended,81.00,7,Personal Auto,Personal L3,26,8,Web,No,Offer4,0,123.58,Four-Door Car,Medsize
SU44811,Jaww,Bahrain,Rural,F,Married,High School or Below,Employed,"42,406.00",19-Jan-11,"3,055.70",Extended,77.00,1,Corporate Auto,Corporate L3,49,15,Call Center,No,Offer4,0,108.87,Four-Door Car,Medsize
AZ43057,Riffa,Bahrain,Rural,M,Married,Master,Employed,"50,798.00",20-Feb-11,"5,746.06",Basic,72.00,7,Personal Auto,Personal L3,59,21,Call Center,No,Offer2,0,64.98,Four-Door Car,Medsize
XU56756,Jaww,Bahrain,Rural,M,Married,Bachelor,Employed,"76,358.00",31-Jan-11,"23,594.68",Basic,66.00,2,Personal Auto,Personal L1,3,25,Agent,Yes,Offer3,0,86.46,Four-Door Car,Medsize
TM24806,Jaww,Bahrain,Suburban,M,Single,College,Retired,"13,528.00",23-Feb-11,"6,005.85",Extended,86.00,3,Personal Auto,Personal L2,35,21,Agent,Yes,Offer1,0,412.80,Four-Door Car,Medsize
ZH18791,Jaww,Bahrain,Rural,M,Married,Bachelor,Unemployed,0.00,10-Jan-11,"5,028.84",Basic,67.00,8,Personal Auto,Personal L3,85,21,Branch,No,Offer1,0,80.75,Four-Door Car,Medsize
CE10235,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"85,023.00",31-Jan-11,"3,409.68",Extended,85.00,1,Personal Auto,Personal L1,69,4,Agent,No,Offer2,0,408.00,Four-Door Car,Medsize
IQ96928,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,27-Feb-11,"4,348.14",Basic,62.00,7,Corporate Auto,Corporate L1,9,20,Agent,No,Offer1,0,675.66,Four-Door Car,Small
BM55732,Sitra,Bahrain,Suburban,F,Married,High School or Below,Employed,"74,460.00",16-Feb-11,"8,337.19",Basic,69.00,2,Corporate Auto,Corporate L2,25,3,Web,No,Offer4,0,331.20,Two-Door Car,Medsize
PC76141,Sitra,Bahrain,Suburban,M,Married,Bachelor,Medical Leave,"22,932.00",11-Jan-11,"2,346.68",Basic,62.00,1,Personal Auto,Personal L1,97,2,Web,No,Offer1,0,297.60,Four-Door Car,Small
RV98208,Saar,Bahrain,Rural,F,Married,College,Employed,"54,189.00",29-Jan-11,"4,991.04",Basic,62.00,3,Personal Auto,Personal L1,84,11,Agent,No,Offer1,0,29.04,Two-Door Car,Medsize
LJ21457,Riffa,Bahrain,Suburban,M,Divorced,College,Employed,"42,247.00",28-Jan-11,"2,879.51",Basic,74.00,1,Personal Auto,Personal L3,52,4,Web,No,Offer3,0,355.20,Two-Door Car,Small
MV86976,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,3-Jan-11,"3,482.04",Extended,96.00,1,Personal Auto,Personal L2,85,31,Agent,No,Offer1,0,726.13,Four-Door Car,Medsize
HS13676,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,13-Jan-11,"8,216.39",Premium,117.00,9,Personal Auto,Personal L2,33,3,Agent,No,Offer1,0,983.13,Four-Door Car,Medsize
OX35378,Jaww,Bahrain,Suburban,M,Married,Bachelor,Employed,"36,706.00",8-Jan-11,"3,155.46",Extended,80.00,1,Personal Auto,Personal L3,67,19,Agent,No,Offer1,0,488.30,Four-Door Car,Medsize
VL95438,Saar,Bahrain,Suburban,M,Married,College,Employed,"67,899.00",10-Jan-11,"5,292.20",Basic,66.00,6,Corporate Auto,Corporate L3,31,5,Agent,No,Offer3,1,316.80,Four-Door Car,Medsize
YU32377,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,5-Jan-11,"6,553.94",Basic,61.00,2,Corporate Auto,Corporate L2,68,4,Call Center,No,Offer3,0,365.82,Two-Door Car,Medsize
QW88350,Manama,Bahrain,Urban,F,Married,College,Employed,"41,900.00",23-Feb-11,"7,618.44",Basic,63.00,2,Corporate Auto,Corporate L3,34,0,Web,No,Offer2,0,170.50,Four-Door Car,Large
TM61357,Sitra,Bahrain,Urban,M,Married,Bachelor,Employed,"72,786.00",15-Feb-11,"24,610.78",Extended,76.00,2,Personal Auto,Personal L1,9,10,Agent,No,Offer4,0,363.85,Four-Door Car,Medsize
CP99334,Jaww,Bahrain,Suburban,F,Married,College,Employed,"60,108.00",30-Jan-11,"3,142.81",Extended,78.00,1,Personal Auto,Personal L3,63,0,Agent,No,Offer1,0,507.06,Four-Door Car,Medsize
AO20938,Saar,Bahrain,Suburban,F,Married,High School or Below,Employed,"31,433.00",12-Jan-11,"32,021.40",Basic,100.00,2,Personal Auto,Personal L1,23,5,Call Center,No,Offer2,0,635.02,SUV,Small
OY32548,Manama,Bahrain,Rural,F,Married,College,Employed,"27,940.00",7-Jan-11,"5,096.70",Basic,65.00,4,Personal Auto,Personal L3,3,21,Agent,No,Offer2,1,27.67,Two-Door Car,Medsize
XE36531,Riffa,Bahrain,Suburban,F,Married,High School or Below,Employed,"51,246.00",5-Jan-11,"4,889.61",Extended,122.00,1,Personal Auto,Personal L3,89,4,Web,No,Offer2,0,817.69,SUV,Medsize
SZ86381,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"56,587.00",14-Jan-11,"5,112.57",Basic,65.00,6,Personal Auto,Personal L3,88,4,Web,No,Offer1,1,312.00,Four-Door Car,Medsize
YY29772,Saar,Bahrain,Suburban,F,Married,High School or Below,Employed,"45,025.00",4-Jan-11,"2,725.32",Basic,69.00,1,Personal Auto,Personal L2,85,35,Agent,No,Offer1,1,452.27,Four-Door Car,Medsize
FG69718,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,10-Jan-11,"9,780.85",Extended,132.00,3,Corporate Auto,Corporate L3,47,13,Call Center,No,Offer1,0,950.40,SUV,Medsize
MI81870,Saar,Bahrain,Suburban,F,Married,Bachelor,Employed,"22,799.00",4-Feb-11,"15,042.58",Premium,190.00,6,Corporate Auto,Corporate L1,75,10,Branch,No,Offer2,0,912.00,SUV,Medsize
QH27767,Jaww,Bahrain,Urban,M,Divorced,Doctor,Employed,"82,601.00",26-Jan-11,"5,308.29",Basic,66.00,3,Personal Auto,Personal L2,38,9,Agent,No,Offer4,0,186.39,Four-Door Car,Medsize
IV54766,Jaww,Bahrain,Suburban,F,Divorced,Master,Employed,"22,705.00",20-Feb-11,"19,160.99",Extended,239.00,7,Personal Auto,Personal L1,59,19,Agent,Yes,Offer2,0,"1,294.70",Luxury SUV,Medsize
AD33653,Jaww,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,8-Jan-11,"3,324.55",Extended,92.00,1,Personal Auto,Personal L2,17,13,Agent,No,Offer1,0,441.60,Two-Door Car,Medsize
HU54636,Riffa,Bahrain,Urban,F,Married,College,Employed,"41,212.00",30-Jan-11,"3,791.55",Extended,95.00,1,Personal Auto,Personal L1,27,13,Web,No,Offer4,0,405.44,Four-Door Car,Medsize
CD45044,Saar,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,3-Feb-11,"7,600.03",Basic,70.00,2,Personal Auto,Personal L2,94,3,Agent,No,Offer1,0,504.00,Four-Door Car,Medsize
CB61335,Riffa,Bahrain,Suburban,F,Married,High School or Below,Employed,"21,687.00",5-Feb-11,"6,950.10",Extended,88.00,8,Personal Auto,Personal L3,68,10,Agent,No,Offer2,0,603.10,Four-Door Car,Medsize
DL53457,Riffa,Bahrain,Suburban,F,Single,College,Medical Leave,"22,571.00",28-Jan-11,"4,605.04",Basic,63.00,9,Personal Auto,Personal L3,51,29,Web,Yes,Offer2,0,302.40,Four-Door Car,Large
YG68142,Jaww,Bahrain,Suburban,F,Married,High School or Below,Employed,"72,032.00",11-Feb-11,"5,864.38",Basic,72.00,4,Personal Auto,Personal L2,73,10,Web,No,Offer2,0,438.15,Four-Door Car,Medsize
UI24036,Manama,Bahrain,Urban,F,Married,Bachelor,Employed,"42,570.00",19-Feb-11,"15,374.18",Extended,128.00,2,Personal Auto,Personal L2,52,5,Agent,No,Offer2,0,587.41,SUV,Large
LD63324,Saar,Bahrain,Urban,M,Divorced,College,Employed,"62,873.00",5-Jan-11,"3,230.58",Extended,81.00,1,Corporate Auto,Corporate L3,41,0,Call Center,Yes,Offer2,0,207.75,Four-Door Car,Medsize
LB29621,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"21,370.00",22-Jan-11,"9,294.55",Extended,77.00,2,Corporate Auto,Corporate L3,35,1,Call Center,No,Offer2,0,105.18,Four-Door Car,Medsize
XB43625,Saar,Bahrain,Rural,F,Single,Bachelor,Employed,"66,081.00",10-Jan-11,"2,504.87",Basic,64.00,1,Personal Auto,Personal L3,92,31,Branch,No,Offer1,1,42.03,Four-Door Car,Small
FI65786,Jaww,Bahrain,Suburban,F,Married,Master,Employed,"93,854.00",1-Feb-11,"7,081.69",Extended,87.00,9,Corporate Auto,Corporate L2,41,18,Web,No,Offer4,0,417.60,Two-Door Car,Large
ZC61874,Saar,Bahrain,Suburban,F,Married,Doctor,Disabled,"19,429.00",3-Feb-11,"9,560.05",Extended,122.00,9,Special Auto,Special L1,21,18,Branch,No,Offer1,0,683.46,SUV,Small
QA66968,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"46,879.00",31-Jan-11,"6,756.06",Extended,86.00,3,Personal Auto,Personal L3,62,3,Agent,No,Offer1,2,324.94,Four-Door Car,Medsize
YQ98322,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"36,791.00",4-Jan-11,"5,290.67",Basic,68.00,3,Personal Auto,Personal L2,62,26,Agent,No,Offer1,0,326.40,Four-Door Car,Medsize
EN27946,Riffa,Bahrain,Suburban,M,Married,High School or Below,Employed,"40,211.00",17-Feb-11,"8,391.13",Premium,106.00,6,Personal Auto,Personal L2,98,5,Call Center,No,Offer1,2,710.74,Two-Door Car,Small
GT18396,Saar,Bahrain,Rural,M,Married,College,Employed,"48,642.00",5-Feb-11,"21,151.23",Extended,77.00,2,Personal Auto,Personal L2,69,23,Branch,No,Offer2,0,92.31,Four-Door Car,Medsize
KL43280,Riffa,Bahrain,Suburban,M,Married,College,Employed,"69,063.00",3-Feb-11,"9,264.33",Premium,115.00,3,Personal Auto,Personal L1,65,12,Branch,No,Offer1,0,552.00,Two-Door Car,Small
DB93245,Saar,Bahrain,Urban,F,Divorced,Doctor,Employed,"87,455.00",19-Jan-11,"2,853.60",Basic,71.00,1,Corporate Auto,Corporate L3,46,10,Call Center,No,Offer2,0,329.24,Four-Door Car,Medsize
SN53710,Manama,Bahrain,Suburban,M,Single,High School or Below,Employed,"80,101.00",16-Jan-11,"6,245.44",Extended,79.00,3,Personal Auto,Personal L3,8,16,Call Center,No,Offer3,0,442.92,Four-Door Car,Medsize
IB82793,Riffa,Bahrain,Suburban,M,Divorced,High School or Below,Unemployed,0.00,11-Jan-11,"2,129.06",Basic,61.00,1,Corporate Auto,Corporate L3,81,13,Agent,No,Offer1,1,292.80,Four-Door Car,Medsize
CT74097,Sitra,Bahrain,Suburban,M,Divorced,College,Employed,"51,817.00",18-Feb-11,"14,789.62",Extended,129.00,2,Personal Auto,Personal L1,78,20,Branch,No,Offer1,4,712.83,SUV,Small
HE20556,Saar,Bahrain,Suburban,F,Divorced,Bachelor,Employed,"31,561.00",18-Jan-11,"5,324.39",Basic,68.00,7,Personal Auto,Personal L3,62,8,Web,No,Offer3,0,326.40,Four-Door Car,Medsize
RQ41621,Saar,Bahrain,Urban,F,Divorced,Doctor,Employed,"64,640.00",21-Feb-11,"2,862.73",Basic,73.00,1,Personal Auto,Personal L3,94,5,Agent,No,Offer3,2,327.91,Four-Door Car,Medsize
TB88830,Riffa,Bahrain,Rural,F,Married,Master,Employed,"64,220.00",19-Feb-11,"8,614.69",Basic,107.00,7,Personal Auto,Personal L2,86,3,Branch,No,Offer1,0,48.78,SUV,Medsize
